CurrentMapping,CurrentCtpOfferId,OldMapping,OldCtpOfferId
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^IL^1^Month^Direct^edu.microsoft.com_edu^Global,6e503aba-f2c1-43a0-88ad-d556ca697ccf,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^IL^1^Month^Direct^^Global,a03dcc39-2a6d-4f13-9abd-ab74da21827f
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^VE^1^Month^Direct^edu.microsoft.com_edu^Global,b791c513-3b9b-4276-9753-02b9525945dc,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^VE^1^Month^Direct^^Global,b3d44d86-a1dc-4bec-899f-e996320f1b52
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^RO^1^Month^Direct^edu.microsoft.com_edu^Global,ed844d53-abb2-4204-a171-49d8b4dbf857,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^RO^1^Month^Direct^^Global,de613bfe-1b6b-4ca7-a740-56d9c7bd6256
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^RW^1^Month^Direct^edu.microsoft.com_edu^Global,d822002d-37c0-4c04-ae3e-f31aef0d0d97,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^RW^1^Month^Direct^^Global,dd089034-0d4e-4b5f-b6b3-441d4e049494
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^INR^IN^1^Month^Direct^edu.microsoft.com_edu^Local,ab071fed-2daf-4ac2-bdae-b04a64685462,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^INR^IN^1^Month^Direct^^Local,c75ce217-88cb-4702-b2f0-e881d4c18447
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^ZAR^ZA^1^Month^Direct^edu.microsoft.com_edu^Global,12acc12e-0c6e-4229-aea7-2ea779061ac0,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^ZAR^ZA^1^Month^Direct^^Global,11e9a794-7e47-4c9a-ba73-8e85a8f1ec43
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^JM^1^Month^Direct^edu.microsoft.com_edu^Global,14355543-e55d-4aeb-972f-73eda33d4ed0,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^JM^1^Month^Direct^^Global,d8c3e45a-3fca-4d74-9543-a69771170506
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^CI^1^Month^Direct^edu.microsoft.com_edu^Global,91cb688d-123d-4d23-9b6e-26bec1c31d40,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^CI^1^Month^Direct^^Global,87044c1e-67c6-4a4c-8dbb-cd64e1ac282d
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^KW^1^Month^Direct^edu.microsoft.com_edu^Global,bdfb61ac-feae-4162-8c98-f03cef2a241b,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^KW^1^Month^Direct^^Global,fb4623c9-272f-4860-971c-5b6f5f25fcf8
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^PS^1^Month^Direct^edu.microsoft.com_edu^Global,baa5bde5-b325-46a8-b92b-f68157b8ce09,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^PS^1^Month^Direct^^Global,1738d186-2718-4121-9916-60e0d4b3de7b
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^GBP^GB^1^Month^Direct^edu.microsoft.com_edu^Global,b7d9f79b-97a1-447a-99ae-520e7efde9be,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^GBP^GB^1^Month^Direct^^Global,12d74070-6d1d-4a60-9df5-c2e581b35614
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^UY^1^Month^Direct^edu.microsoft.com_edu^Global,0b14b277-756a-4d3b-9279-780526d3ce6b,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^UY^1^Month^Direct^^Global,62124c5e-c916-4c0b-ab85-b7b79b24e9b7
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^TJ^1^Month^Direct^edu.microsoft.com_edu^Global,46905085-eef0-4dcc-9481-0041f3f9923c,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^TJ^1^Month^Direct^^Global,022a0da8-c82c-4653-bebc-31a1b6cb2a36
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^MX^1^Month^Direct^edu.microsoft.com_edu^Global,795e4c52-5c29-47f5-b03a-9d317b359b7f,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^MX^1^Month^Direct^^Global,82d343e6-cc51-4a5f-a2b2-55de196f88dc
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^AL^1^Month^Direct^edu.microsoft.com_edu^Global,f8da1cbb-c5fe-4f45-93f0-9ff34eed8630,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^AL^1^Month^Direct^^Global,3200fea1-baec-4abf-8dfe-b597ad42afee
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^CHF^LI^1^Month^Direct^edu.microsoft.com_edu^Global,4e6b1064-162a-4c63-a2d4-6d16823acf9f,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^CHF^LI^1^Month^Direct^^Global,ce4a8655-3e73-4997-b7ab-53c66d3593cd
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^PL^1^Month^Direct^edu.microsoft.com_edu^Global,e182bce6-a294-492c-aa69-e85a7fc961fe,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^PL^1^Month^Direct^^Global,5fec3f0d-298c-4efb-b431-23815d1ad82c
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^FJ^1^Month^Direct^edu.microsoft.com_edu^Global,90658a2b-c364-48ed-87bb-686b1b1e031d,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^FJ^1^Month^Direct^^Global,e35ab052-f1e1-44ab-9c52-bc7c4bc2c4b8
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^CO^1^Month^Direct^edu.microsoft.com_edu^Global,640eece6-13e1-4ed2-83cb-c5128e65fb8c,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^CO^1^Month^Direct^^Global,19db0677-31b9-42b4-a3da-03701f582b04
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^NI^1^Month^Direct^edu.microsoft.com_edu^Global,05e448f7-f2b3-4150-b7f4-8bb8bc15bac8,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^NI^1^Month^Direct^^Global,9ef95498-abb1-44b3-8617-4e6ba863b10f
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^BS^1^Month^Direct^edu.microsoft.com_edu^Global,53e8da81-7d9b-4ff4-8423-238ac7f97a1c,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^BS^1^Month^Direct^^Global,207646a8-c313-4143-809a-53c5cac793b0
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^EG^1^Month^Direct^edu.microsoft.com_edu^Global,a8f8e548-f0de-48d1-8809-7d5461ee7921,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^EG^1^Month^Direct^^Global,e615ce52-c710-41ff-9da9-607d52797d97
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^NL^1^Month^Direct^edu.microsoft.com_edu^Global,6f689992-289e-4d1e-9961-df524a76c151,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^NL^1^Month^Direct^^Global,8443bab0-5ae8-4a40-8375-a8d19c77cf9d
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^SAR^SA^1^Month^Direct^edu.microsoft.com_edu^Global,7ec47746-0b9f-41aa-ab3c-972fc582d6c9,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^SAR^SA^1^Month^Direct^^Global,9b7e2d1c-4309-459e-8519-4aaa76d3fc74
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^IT^1^Month^Direct^edu.microsoft.com_edu^Global,f2ec4c72-8911-4bf8-8b6d-807170b6cc5a,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^IT^1^Month^Direct^^Global,f1c02f4d-8dc5-4be5-ae51-f5a95ce0577f
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^CR^1^Month^Direct^edu.microsoft.com_edu^Global,12b2abc8-74d9-4af5-8d48-56ee5ade84ea,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^CR^1^Month^Direct^^Global,3eac8c9c-6d1e-4f64-96ef-be299fbb391c
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^VI^1^Month^Direct^edu.microsoft.com_edu^Global,1a3a8a41-f840-4a4e-bf65-5cd62f25115a,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^VI^1^Month^Direct^^Global,e37866c3-3f1a-48f5-9602-1f9733c6761f
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^FI^1^Month^Direct^edu.microsoft.com_edu^Global,bcc427fe-7e54-4010-ac92-dc657e4fb43d,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^FI^1^Month^Direct^^Global,9e104d0c-21c8-4c73-bab9-f5e89ab69ea0
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^RUB^RU^1^Month^Direct^edu.microsoft.com_edu^Global,30fe0dbe-2995-4191-a3d9-4607082da126,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^RUB^RU^1^Month^Direct^^Global,48cb0d79-9539-4582-9b45-71a51e2881c0
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^MA^1^Month^Direct^edu.microsoft.com_edu^Global,57bbcba5-e046-48d4-864b-28e7f66733d9,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^MA^1^Month^Direct^^Global,c6d45df7-1e1c-41c3-a27b-976249b12f30
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^BE^1^Month^Direct^edu.microsoft.com_edu^Global,4187bc66-f1cb-454c-83b9-4eccdd7eba93,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^BE^1^Month^Direct^^Global,8eeff71f-aea1-4542-8831-d8720d6e9bdd
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^JPY^JP^1^Month^Direct^edu.microsoft.com_edu^Global,c76d9b82-3efb-4703-b72a-bae592a64f4a,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^JPY^JP^1^Month^Direct^^Global,f96c8924-bafe-491f-8212-8d5dc6fddba6
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^DO^1^Month^Direct^edu.microsoft.com_edu^Global,b9da6d74-379d-41cd-9d2c-dc10e49c4449,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^DO^1^Month^Direct^^Global,472ce23d-dedd-4617-8813-bb1efd8c68b2
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^AZ^1^Month^Direct^edu.microsoft.com_edu^Global,d9c7e463-3d7e-4946-bb8a-a5223e52b920,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^AZ^1^Month^Direct^^Global,1ed08146-62db-41d9-a337-95d49c468449
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^BO^1^Month^Direct^edu.microsoft.com_edu^Global,6cb8740f-f125-46bc-b4dc-d586891a871c,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^BO^1^Month^Direct^^Global,09062c5c-d1b9-4214-847d-0c2b6e46a848
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^ES^1^Month^Direct^edu.microsoft.com_edu^Global,f92cf752-ce99-410d-adf2-bd431c0bc53a,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^ES^1^Month^Direct^^Global,4216a555-9289-4f73-8f80-e43bc8a0025a
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^TZ^1^Month^Direct^edu.microsoft.com_edu^Global,cefc1653-c05e-4896-b9ec-150e782ce2e4,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^TZ^1^Month^Direct^^Global,816a5261-b01a-4045-a347-c0c451eee46b
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^HN^1^Month^Direct^edu.microsoft.com_edu^Global,d9b44269-e55b-43d1-8959-3e2b0dfc8c1a,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^HN^1^Month^Direct^^Global,23de8263-4cc7-4691-ac8e-4eedf9ce7ddf
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^FO^1^Month^Direct^edu.microsoft.com_edu^Global,b342d978-27ea-4c10-93ac-35dbf55036c5,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^FO^1^Month^Direct^^Global,465fcf0b-72b4-4b10-b1a1-f53d360e242b
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^GE^1^Month^Direct^edu.microsoft.com_edu^Global,c1513856-27a3-4168-8cb6-05977ce5fd9a,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^GE^1^Month^Direct^^Global,d71d400d-67cf-4367-bc01-60f8def0b503
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^CW^1^Month^Direct^edu.microsoft.com_edu^Global,ac28c118-6473-43cd-8700-0ec471eb27c9,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^CW^1^Month^Direct^^Global,17425e8e-681c-4994-acb9-b74946a45617
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^AT^1^Month^Direct^edu.microsoft.com_edu^Global,9ffee836-efda-4bbb-9648-cde605fff0b9,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^AT^1^Month^Direct^^Global,827b23eb-8cfa-4a7f-a87a-276fad1df927
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^IS^1^Month^Direct^edu.microsoft.com_edu^Global,79b68381-d9c8-4075-8efd-6a12b5b6b100,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^IS^1^Month^Direct^^Global,c65796ae-82e6-45a0-9f32-69e2240a6ba4
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^GH^1^Month^Direct^edu.microsoft.com_edu^Global,20449f0c-78e4-4f72-96ba-ecb682b72dde,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^GH^1^Month^Direct^^Global,b650b518-5a1a-4f34-9d59-06420d4e80fd
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^NZD^NZ^1^Month^Direct^edu.microsoft.com_edu^Global,85e4c658-52fd-4e20-a758-260c108183e3,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^NZD^NZ^1^Month^Direct^^Global,c3de3be6-1e6c-4cae-b753-22307e89a761
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^MK^1^Month^Direct^edu.microsoft.com_edu^Global,60775327-bbf3-4276-ad67-46dda28f4de2,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^MK^1^Month^Direct^^Global,7ac664e3-c424-411a-adab-7856683837cf
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^SG^1^Month^Direct^edu.microsoft.com_edu^Global,e8b3ab8c-94a2-4133-bd97-0c2ac5d16eba,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^SG^1^Month^Direct^^Global,8874a690-7172-42a6-85c9-7f4427b2da2c
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^SK^1^Month^Direct^edu.microsoft.com_edu^Global,9b1d666e-3a3b-4f2f-ab24-cd76b10ac059,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^SK^1^Month^Direct^^Global,0235c264-e4c8-45a1-84ba-6b1f7a988b3a
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^CM^1^Month^Direct^edu.microsoft.com_edu^Global,45957984-ee0e-4ac1-91f7-5508240dfd4a,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^CM^1^Month^Direct^^Global,c97489f3-827b-4bf9-954b-9334dde66b4d
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^BB^1^Month^Direct^edu.microsoft.com_edu^Global,341958b8-dbe9-44c2-8b8e-b5b620c4b656,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^BB^1^Month^Direct^^Global,7b473249-e28e-41ba-b316-d4f51591578f
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^MC^1^Month^Direct^edu.microsoft.com_edu^Global,5785f8f7-fe59-4474-9241-6971c14b621e,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^MC^1^Month^Direct^^Global,29076ce6-61a9-49a1-b52f-8365912dd6fb
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^US^1^Month^Direct^edu.microsoft.com_edu^Global,ab9e5d0f-a987-4eff-9e55-08d6d4cb7b37,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^US^1^Month^Direct^^Global,6bfc17e9-db5e-46ac-ba45-13c54e0e7d5a
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^MXN^MX^1^Month^Direct^edu.microsoft.com_edu^Global,2313db40-e511-4ce5-9f1d-9b43315f4c05,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^MXN^MX^1^Month^Direct^^Global,02133b7e-bdff-4725-8559-11766877251e
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^MO^1^Month^Direct^edu.microsoft.com_edu^Global,7f9309b9-6125-4493-a25d-27dff078ae22,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^MO^1^Month^Direct^^Global,0578a8e0-12e3-4fd1-ab79-6380d228970e
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^NG^1^Month^Direct^edu.microsoft.com_edu^Global,182d499f-766c-4e61-ae1b-281fda3a70c2,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^NG^1^Month^Direct^^Global,4f9aecb3-15c1-4015-9056-5993a97f6d44
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^SEK^SE^1^Month^Direct^edu.microsoft.com_edu^Global,487fb6e5-a77b-4ae9-a06f-c992d0b6609c,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^SEK^SE^1^Month^Direct^^Global,47df0a93-552f-4e68-8888-fa6fa046fdc3
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^MT^1^Month^Direct^edu.microsoft.com_edu^Global,1bc95660-66cd-4b03-9ac0-f7b8f668210a,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^MT^1^Month^Direct^^Global,90ba9beb-2dc3-423f-900b-ec64cee0dc04
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^EC^1^Month^Direct^edu.microsoft.com_edu^Global,5b259473-d95a-4795-a69b-54a38c8ad66f,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^EC^1^Month^Direct^^Global,6bd7ce8d-18eb-4498-86a2-31c8d0b5343b
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^KY^1^Month^Direct^edu.microsoft.com_edu^Global,4191b4c6-da75-47fa-bd79-8f072772a1ec,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^KY^1^Month^Direct^^Global,0a3f0f73-fc4a-434e-a654-0c7564eb4f3d
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^ARS^AR^1^Month^Direct^edu.microsoft.com_edu^Global,36e49c43-1400-4741-b737-0f0f850d60b0,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^ARS^AR^1^Month^Direct^^Global,e4210089-7832-4da9-9257-15580d86fe50
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^IE^1^Month^Direct^edu.microsoft.com_edu^Global,2590ea29-aecd-4771-a9f4-d1214e4741ae,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^IE^1^Month^Direct^^Global,6ea91e54-0287-4b97-9390-5142dd67e19d
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^DE^1^Month^Direct^edu.microsoft.com_edu^Global,2e212397-d8db-4a29-9ffc-0a6854bc98e4,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^DE^1^Month^Direct^^Global,e3398f9c-559d-41ff-8d84-f4b1ec9406dc
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^JO^1^Month^Direct^edu.microsoft.com_edu^Global,f907d215-a29a-4576-b9c6-f28f2ca08266,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^JO^1^Month^Direct^^Global,81e1c38c-644f-49d4-81b0-9a9415e66fde
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^LB^1^Month^Direct^edu.microsoft.com_edu^Global,19590719-6991-47d0-8ad3-a69b3ae22d8e,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^LB^1^Month^Direct^^Global,02eb2f33-c7f5-44a6-bb2a-98f82e6f2f6d
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^KZ^1^Month^Direct^edu.microsoft.com_edu^Global,d2576f08-4f91-4315-a688-c2a60d08591b,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^KZ^1^Month^Direct^^Global,431f07b5-fe3d-4afd-9360-e36a4ebfa889
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^BH^1^Month^Direct^edu.microsoft.com_edu^Global,8db5ceaf-1df7-49c2-8be8-90b815c09360,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^BH^1^Month^Direct^^Global,b1d5c6c8-53f8-4d70-9d04-fdba2f780d9f
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^BN^1^Month^Direct^edu.microsoft.com_edu^Global,4d086de1-6600-4970-84d3-a13e4fb48349,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^BN^1^Month^Direct^^Global,20539019-b640-491b-901b-8badb2efaa87
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^ME^1^Month^Direct^edu.microsoft.com_edu^Global,d31864b4-6dca-4887-bc34-714bba30c37c,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^ME^1^Month^Direct^^Global,c84d54eb-7087-4327-b9be-00807e79e670
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^ET^1^Month^Direct^edu.microsoft.com_edu^Global,13423116-1058-4aa4-a59c-c3d2bf390d9c,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^ET^1^Month^Direct^^Global,6da895ba-6b44-4f07-a192-9731970e9611
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^TWD^TW^1^Month^Direct^edu.microsoft.com_edu^Global,de8f4486-9419-417b-90c2-c2ec4e03528f,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^TWD^TW^1^Month^Direct^^Global,8e8a636f-70ef-4155-855d-20c3966a4c89
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^CHF^CH^1^Month^Direct^edu.microsoft.com_edu^Global,25f282c9-3420-4b8d-8989-43cc1810d932,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^CHF^CH^1^Month^Direct^^Global,5a44fafc-a99b-4bba-8f50-9fe8fd32e912
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^ZM^1^Month^Direct^edu.microsoft.com_edu^Global,9a93992b-9a93-4bf1-acd9-7353683cb5c0,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^ZM^1^Month^Direct^^Global,9bb61809-3496-4b42-ab34-fa3c7ff3288c
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^UA^1^Month^Direct^edu.microsoft.com_edu^Global,4b0c82c8-a52f-4c48-a9f1-178b1161d1a6,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^UA^1^Month^Direct^^Global,313044a6-707f-4c09-be38-0cc6eb757f1f
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^NOK^NO^1^Month^Direct^edu.microsoft.com_edu^Global,0f5d1951-1398-4858-ab81-bb57e3dc0cf6,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^NOK^NO^1^Month^Direct^^Global,b367d703-52b4-4c3f-aff3-c7398548734b
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^MD^1^Month^Direct^edu.microsoft.com_edu^Global,851af47f-3d69-487d-a617-2ed73a0d730f,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^MD^1^Month^Direct^^Global,a95b977d-1701-4a69-beab-4c40877e9005
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^LK^1^Month^Direct^edu.microsoft.com_edu^Global,e2cd6a35-9d19-4326-a5b3-55aace3dc34c,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^LK^1^Month^Direct^^Global,dc58cdf9-bf55-4814-9845-5a0a98ac620a
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^HKD^HK^1^Month^Direct^edu.microsoft.com_edu^Global,f5986938-e18b-4192-b62c-db6fe3b46f4f,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^HKD^HK^1^Month^Direct^^Global,6b833752-deb4-4b59-b4f6-031a61030a18
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^BM^1^Month^Direct^edu.microsoft.com_edu^Global,5159b28d-e344-43d6-acd0-ca10fbf3e227,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^BM^1^Month^Direct^^Global,0d65ab31-2d96-4def-992a-25f476af24b9
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^MN^1^Month^Direct^edu.microsoft.com_edu^Global,1a5d4042-e822-45c2-ad71-37e7c940f075,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^MN^1^Month^Direct^^Global,9d2e82f3-bf96-4250-beee-00ee867f24db
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^SI^1^Month^Direct^edu.microsoft.com_edu^Global,3666ecbe-98cd-425e-a5e1-1d7ae770adff,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^EUR^SI^1^Month^Direct^^Global,eead2b69-5c45-43f7-8a9e-a45ffa7a0f64
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^AO^1^Month^Direct^edu.microsoft.com_edu^Global,3e35b54a-f0c6-4bda-80f4-9454dab10cae,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^AO^1^Month^Direct^^Global,854457ff-69fd-49a8-b653-160e51a1c8e5
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^SN^1^Month^Direct^edu.microsoft.com_edu^Global,6795e92b-c650-49ba-a37f-ad605f1854fd,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^SN^1^Month^Direct^^Global,3b5e1281-b6db-40b0-92d0-3abddafc441c
63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^TN^1^Month^Direct^edu.microsoft.com_edu^Global,52c8581e-661f-4fad-9893-99135096726d,63620d7f-fb19-4293-a6c9-5efe3df43333^Monthly^USD^TN^1^Month^Direct^^Global,0d81de14-1525-4561-a8e4-62e1cfee73fb
