BillableAccount	CTPSubRefId	CTPOfferId	TargetCTPOfferId
2718145066	4	1AF11725-BA10-4A03-908B-52012FE51F48	a
2986177132	4	1AF11725-BA10-4A03-908B-52012FE51F48	a
3869633181	1	1AF11725-BA10-4A03-908B-52012FE51F48	a
1984576922	2	4817A70C-1DB6-4303-8A3B-5440D144D90C	a
2246209490	1	4817A70C-1DB6-4303-8A3B-5440D144D90C	a
2683203984	7	4817A70C-1DB6-4303-8A3B-5440D144D90C	a
3073731372	5	4817A70C-1DB6-4303-8A3B-5440D144D90C	a
4295488945	8	4817A70C-1DB6-4303-8A3B-5440D144D90C	a
2310083282	1	A92CDF44-D7AD-49CC-81C0-5515DADC02F8	a
2310723858	5	A92CDF44-D7AD-49CC-81C0-5515DADC02F8	a
2645955256	3	A92CDF44-D7AD-49CC-81C0-5515DADC02F8	a
2679491470	2	A92CDF44-D7AD-49CC-81C0-5515DADC02F8	a
2933314618	4	A92CDF44-D7AD-49CC-81C0-5515DADC02F8	a
3787459093	6	A92CDF44-D7AD-49CC-81C0-5515DADC02F8	a
3457218353	3	508CDBFD-E776-4599-A1AB-589BD3B7F29D	a
1990336472	3	F240A296-713C-46E2-AEAC-65AFCFDEEF64	a
1993539310	6	F240A296-713C-46E2-AEAC-65AFCFDEEF64	a
1598402180	2	108223EB-F0EA-412B-87FB-6696CF39D659	a
1858754178	4	108223EB-F0EA-412B-87FB-6696CF39D659	a
3457218353	1	0BA3074B-D8A3-4818-8AA5-6911FC534A1B	a
1672257652	6	8C4677D7-0198-4B2C-856E-6C4CC9DF16E4	a
1756227254	3	8C4677D7-0198-4B2C-856E-6C4CC9DF16E4	a
5121473125	3	C03CD33B-2D5D-4825-8298-6E5F6FC1BE40	a
2777664406	5	F368EA75-9167-462A-947C-6E722BE656F0	a
3871297255	4	F368EA75-9167-462A-947C-6E722BE656F0	a
4079683861	3	F368EA75-9167-462A-947C-6E722BE656F0	a
5028035263	9	78529E4C-D261-42E9-8220-7692B2B7C56C	a
1846211648	2	0AA169B7-35FE-4E3C-931C-7ABBBC86676D	a
1928898976	4	0AA169B7-35FE-4E3C-931C-7ABBBC86676D	a
2255427718	4	0AA169B7-35FE-4E3C-931C-7ABBBC86676D	a
3796288337	7	0AA169B7-35FE-4E3C-931C-7ABBBC86676D	a
3856833481	2	0AA169B7-35FE-4E3C-931C-7ABBBC86676D	a
4218560193	3	0AA169B7-35FE-4E3C-931C-7ABBBC86676D	a
1390785386	5	BD833766-AE8C-4246-B749-7BBB7F1E195C	a
3975490917	1	BD833766-AE8C-4246-B749-7BBB7F1E195C	a
582464272	4	429A5F91-1620-4B35-94BA-7BE74DF0F569	a
2589377614	7	429A5F91-1620-4B35-94BA-7BE74DF0F569	a
2032577216	6	EB48062C-EB5D-4D80-A313-80156C215CF5	a
746049182	4	2B5B9F9D-1273-4882-9787-82234C738E0C	a
2456258866	5	C59CA767-FD51-4011-BC33-844FA67D7280	a
2457536864	3	C59CA767-FD51-4011-BC33-844FA67D7280	a
2832578150	3	C59CA767-FD51-4011-BC33-844FA67D7280	a
3333312006	3	C59CA767-FD51-4011-BC33-844FA67D7280	a
2069954404	11	4F5E27EF-92BC-44BB-A238-84E3ED9CF803	a
3344194324	5	4F5E27EF-92BC-44BB-A238-84E3ED9CF803	a
2809793258	10	88EA91B2-A11A-453D-A46B-87A56263D700	a
2995906650	5	88EA91B2-A11A-453D-A46B-87A56263D700	a
3487552291	6	88EA91B2-A11A-453D-A46B-87A56263D700	a
1841600044	3	8E2C5CA0-4959-4AB9-B10A-89F982D52F10	a
1868995634	3	8E2C5CA0-4959-4AB9-B10A-89F982D52F10	a
1989057008	8	8E2C5CA0-4959-4AB9-B10A-89F982D52F10	a
1992001108	9	8E2C5CA0-4959-4AB9-B10A-89F982D52F10	a
1993408322	6	8E2C5CA0-4959-4AB9-B10A-89F982D52F10	a
2022595766	10	8E2C5CA0-4959-4AB9-B10A-89F982D52F10	a
4217026649	5	8E2C5CA0-4959-4AB9-B10A-89F982D52F10	a
4410945457	3	8E2C5CA0-4959-4AB9-B10A-89F982D52F10	a
4418371071	2	8E2C5CA0-4959-4AB9-B10A-89F982D52F10	a
3133634238	6	8E2C5CA0-4959-4AB9-B10A-89F982D52F10	a
3926080869	2	8E2C5CA0-4959-4AB9-B10A-89F982D52F10	a
4051264963	3	8E2C5CA0-4959-4AB9-B10A-89F982D52F10	a
4071744851	4	8E2C5CA0-4959-4AB9-B10A-89F982D52F10	a
4205890309	5	8E2C5CA0-4959-4AB9-B10A-89F982D52F10	a
4208067973	7	8E2C5CA0-4959-4AB9-B10A-89F982D52F10	a
2366273800	13	F96C8924-BAFE-491F-8212-8D5DC6FDDBA6	a
2640065412	2	F96C8924-BAFE-491F-8212-8D5DC6FDDBA6	a
2032833014	8	264FDA73-C454-40A3-838D-9319C7F6502E	a
2044096804	9	264FDA73-C454-40A3-838D-9319C7F6502E	a
3933762859	1	264FDA73-C454-40A3-838D-9319C7F6502E	a
4080706993	3	264FDA73-C454-40A3-838D-9319C7F6502E	a
2110784868	6	882165C5-3FE5-439E-94C0-947BBAC2F058	a
2969283232	4	882165C5-3FE5-439E-94C0-947BBAC2F058	a
2969283232	5	882165C5-3FE5-439E-94C0-947BBAC2F058	a
3023427136	3	882165C5-3FE5-439E-94C0-947BBAC2F058	a
3059522980	3	882165C5-3FE5-439E-94C0-947BBAC2F058	a
2460994976	6	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2461378988	5	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2461506268	2	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2462785830	2	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2463296752	4	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
4328385331	4	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
3994050757	5	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
4009537137	3	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
4049984469	3	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
4056130955	3	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
4104643819	3	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
4108354541	4	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
3186880300	3	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
3189827268	1	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
3201474836	2	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
3209664128	1	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
3791808659	3	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
3988802303	2	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2957123058	5	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2978115132	1	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
3071296586	2	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
3087680442	4	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
3089474876	3	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
3097409348	4	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2774976406	5	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2829123588	4	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2833856164	1	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2858306566	4	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2871875770	4	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2889153160	7	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2499011248	3	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2499136118	4	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2499395600	8	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2643394414	3	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2645696470	5	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2703298750	5	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2492609752	9	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2493376346	2	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2494147660	3	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2494531500	4	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2494659766	7	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2497475980	6	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2467904368	2	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2468034642	2	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2471491594	1	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2471619416	3	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2490049432	1	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2491202716	10	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2463299306	8	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2463424274	3	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2463682894	5	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2464963684	2	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2465472788	4	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
2466371656	4	F534BEFA-24F7-470A-90AD-9492B48C3A45	a
647104408	6	B0128A59-B3B6-4B93-9414-95E30630AF84	a
3177666486	6	B0128A59-B3B6-4B93-9414-95E30630AF84	a
1530819550	3	DBE7997D-5170-4046-ACCC-9FAB75870B48	a
2032193098	11	75288036-4D6B-4C59-A375-A0F641D78F4A	a
2033218922	7	75288036-4D6B-4C59-A375-A0F641D78F4A	a
2033218936	7	75288036-4D6B-4C59-A375-A0F641D78F4A	a
2033728552	7	75288036-4D6B-4C59-A375-A0F641D78F4A	a
2037059674	16	75288036-4D6B-4C59-A375-A0F641D78F4A	a
2037059686	10	75288036-4D6B-4C59-A375-A0F641D78F4A	a
2037059788	7	75288036-4D6B-4C59-A375-A0F641D78F4A	a
2042561076	10	75288036-4D6B-4C59-A375-A0F641D78F4A	a
2463811284	7	666810E1-4559-4D16-B59B-A22BA9B3E9C7	a
2559426588	1	666810E1-4559-4D16-B59B-A22BA9B3E9C7	a
662083454	11	314426E4-F38B-4082-AC9E-A76C4EE40253	a
5028035263	5	314426E4-F38B-4082-AC9E-A76C4EE40253	a
2279234312	7	C9D69989-F5C6-4D75-9EA2-A9EC803C367B	a
1675456388	5	700AE9B5-6B22-48D6-AA70-AD18915B019D	a
4988993793	8	1732F6EA-EAD3-4F4E-AB5B-ADF8B6EDA831	a
4990272405	4	1732F6EA-EAD3-4F4E-AB5B-ADF8B6EDA831	a
753474318	6	09463D4E-BD5B-4320-9674-B03B3361C14E	a
4170945367	2	09463D4E-BD5B-4320-9674-B03B3361C14E	a
3838018793	2	10A5818B-DDFD-4362-BA46-B0C53D9A0D4F	a
591171112	3	849FC06E-1B9D-4184-AD4C-B1DA1A3EA749	a
3134659382	4	7A6A1414-2BCD-4677-A5C5-B3CBD0961154	a
3309890292	5	7A6A1414-2BCD-4677-A5C5-B3CBD0961154	a
3313600330	5	7A6A1414-2BCD-4677-A5C5-B3CBD0961154	a
2879680024	5	641CB326-B89D-4442-B3A7-BF0FB514F2AB	a
4258242701	2	7B0AF58A-8B7E-42B3-96BE-C0174F7760F6	a
3690946547	10	12D74070-6D1D-4A60-9DF5-C2E581B35614	a
3930179427	8	12D74070-6D1D-4A60-9DF5-C2E581B35614	a
2095937228	4	4A030395-8671-439E-AF38-C5C39AFB4ADD	a
2096065656	3	4A030395-8671-439E-AF38-C5C39AFB4ADD	a
3240387794	6	4A030395-8671-439E-AF38-C5C39AFB4ADD	a
2269634496	2	3400BA8E-18BB-4211-BB4E-CB15B91C8C49	a
4361539785	7	3400BA8E-18BB-4211-BB4E-CB15B91C8C49	a
767042374	6	9F296ADF-E141-4150-B783-CD30156CBA91	a
1752387782	3	9F296ADF-E141-4150-B783-CD30156CBA91	a
2926274338	4	9F296ADF-E141-4150-B783-CD30156CBA91	a
2070592918	3	41FA307F-EDF3-4AED-BA13-CF9AFAC41216	a
2070720744	3	41FA307F-EDF3-4AED-BA13-CF9AFAC41216	a
1988289492	5	255EB3A7-AEA9-4DDB-BA71-CFEAB73F11FD	a
3443777321	6	DC468D8D-EF87-4D74-A46F-D0B497315A8C	a
4941889907	7	3E889451-041D-4D1D-810E-D1C3111113DF	a
2712641426	4	A157F8A5-EEF5-4B63-9C7F-D2FA0BACBDAA	a
3542592661	2	A157F8A5-EEF5-4B63-9C7F-D2FA0BACBDAA	a
2462273870	1	CFC2AEFD-417B-43B7-866C-D5EF9B845433	a
2467011464	1	CFC2AEFD-417B-43B7-866C-D5EF9B845433	a
2504512568	3	CFC2AEFD-417B-43B7-866C-D5EF9B845433	a
4178882023	4	CFC2AEFD-417B-43B7-866C-D5EF9B845433	a
1373762262	5	DC0B1723-161D-42E7-80D4-D9729A78C3C7	a
1567296938	3	DC0B1723-161D-42E7-80D4-D9729A78C3C7	a
582464272	7	645C2E7C-9355-48E8-921C-DA8F1A8F7869	a
2462273870	5	B6DDC0F3-B820-4146-A917-DE7B0CC30AFC	a
2467011464	2	B6DDC0F3-B820-4146-A917-DE7B0CC30AFC	a
2504512568	4	B6DDC0F3-B820-4146-A917-DE7B0CC30AFC	a
4178882023	5	B6DDC0F3-B820-4146-A917-DE7B0CC30AFC	a
4369089741	2	B6DDC0F3-B820-4146-A917-DE7B0CC30AFC	a
5209410341	7	B6DDC0F3-B820-4146-A917-DE7B0CC30AFC	a
862016302	6	D7C2798E-F457-4347-A912-E0E8739D3640	a
1273153988	5	21820DF6-D798-449F-8152-E315F002727D	a
2042691698	2	B01D76E3-0D08-420F-8B0E-E9E41B4DAB79	a
2994880882	2	A86E61FE-85DD-464D-A69A-EBE1B3FFFC70	a
2712641426	1	7D5A328E-0BF7-4DAB-A2DA-F0EA70E87517	a
3542592661	1	7D5A328E-0BF7-4DAB-A2DA-F0EA70E87517	a
2479170312	6	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
2487616774	4	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
2496962012	3	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
2499523524	2	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
2540480800	3	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
2543427054	1	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3964864197	2	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3740738051	4	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3750336393	3	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3879232657	4	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3887681093	5	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3930179427	3	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3947587793	4	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3097408686	5	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3153472242	2	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3341377327	3	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3441219573	6	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3510339559	4	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3690946547	6	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
2649027890	4	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
2650816222	1	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
2752448562	2	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3019712116	4	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3059907176	2	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3093955826	3	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
2639297474	3	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
2639297568	2	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
2639297678	2	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
2646464694	5	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
2648642138	2	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
2649027506	6	B360FC86-97EB-4FA3-AE3D-F7DD1E807578	a
3443777321	8	3BA78243-0C54-4A1C-93E8-FAF0E56FE472	a
1472154841	11	6B833752-DEB4-4B59-B4F6-031A61030A18	a
732561614	2	79DB1473-6D8A-45AB-98A5-05A17A661833	a
738967444	3	79DB1473-6D8A-45AB-98A5-05A17A661833	a
742940432	1	79DB1473-6D8A-45AB-98A5-05A17A661833	a
750872086	1	79DB1473-6D8A-45AB-98A5-05A17A661833	a
1175955821	2	79DB1473-6D8A-45AB-98A5-05A17A661833	a
1545626919	2	AB9E5D0F-A987-4EFF-9E55-08D6D4CB7B37	a
660509380	7	ACFFCF83-E5A3-47D9-A11A-0EF3270D5C9D	a
741906132	1	60D413BE-A710-4213-B36A-0F549CFFE050	a
750230552	4	60D413BE-A710-4213-B36A-0F549CFFE050	a
750230592	4	60D413BE-A710-4213-B36A-0F549CFFE050	a
1458581289	4	60D413BE-A710-4213-B36A-0F549CFFE050	a
917144130	5	5F33A2C3-B7D7-4F34-BC56-1251AF635FAD	a
941719794	6	5F33A2C3-B7D7-4F34-BC56-1251AF635FAD	a
949528544	3	5F33A2C3-B7D7-4F34-BC56-1251AF635FAD	a
960152160	2	5F33A2C3-B7D7-4F34-BC56-1251AF635FAD	a
1001754808	1	5F33A2C3-B7D7-4F34-BC56-1251AF635FAD	a
1276692621	3	5F33A2C3-B7D7-4F34-BC56-1251AF635FAD	a
643607604	5	8B8E8BFB-54C3-4F38-B4F4-164A7F077FC4	a
916118974	6	AFA1F16C-9B98-4F68-B3E4-1C29D9B8BD45	a
924437166	5	05490E5A-0674-49AB-A1DB-1F8638F27897	a
1482518937	1	767F7FCF-1FAD-41B8-B7C0-214992631868	a
835614876	1	B10B429A-5430-42E5-B3A9-22789F6F624E	a
853785152	4	B10B429A-5430-42E5-B3A9-22789F6F624E	a
885277876	2	B10B429A-5430-42E5-B3A9-22789F6F624E	a
1196062681	7	B10B429A-5430-42E5-B3A9-22789F6F624E	a
809232326	3	AC8FC641-01CC-4067-A011-2613BF96725F	a
814361232	2	AC8FC641-01CC-4067-A011-2613BF96725F	a
895888578	2	AC8FC641-01CC-4067-A011-2613BF96725F	a
960663616	1	AC8FC641-01CC-4067-A011-2613BF96725F	a
985874434	2	AC8FC641-01CC-4067-A011-2613BF96725F	a
1219858501	2	AC8FC641-01CC-4067-A011-2613BF96725F	a
713243440	2	2585477A-3B0C-46B2-820E-2A58FC7C1CEF	a
726933120	4	2585477A-3B0C-46B2-820E-2A58FC7C1CEF	a
1130142983	3	2585477A-3B0C-46B2-820E-2A58FC7C1CEF	a
1281694705	6	2585477A-3B0C-46B2-820E-2A58FC7C1CEF	a
798239770	5	8C129899-9CEF-4EAB-9905-302E3F41CEA5	a
1205911557	3	62AA8E0E-15A2-4BA7-999E-32DD311D1681	a
528280778	4	613D1563-090A-43FD-815C-35EEBE64D60A	a
1004318602	1	613D1563-090A-43FD-815C-35EEBE64D60A	a
740380074	3	34ADC241-68C1-4668-B0C7-37B7C2DCBD57	a
894227534	5	34ADC241-68C1-4668-B0C7-37B7C2DCBD57	a
1201949719	5	34ADC241-68C1-4668-B0C7-37B7C2DCBD57	a
1226778849	1	34ADC241-68C1-4668-B0C7-37B7C2DCBD57	a
1237528463	2	34ADC241-68C1-4668-B0C7-37B7C2DCBD57	a
1277465521	1	34ADC241-68C1-4668-B0C7-37B7C2DCBD57	a
726933002	4	0CD36901-CCEE-42CE-8869-3C727BA56317	a
744089912	3	0CD36901-CCEE-42CE-8869-3C727BA56317	a
753560998	3	62E43D7C-6828-48B5-8F38-3DC32979F9A2	a
657435738	1	7A45FCBC-3816-463B-AA95-3E0B0B34000C	a
663834560	7	7A45FCBC-3816-463B-AA95-3E0B0B34000C	a
664477544	5	7A45FCBC-3816-463B-AA95-3E0B0B34000C	a
1193117525	4	7A45FCBC-3816-463B-AA95-3E0B0B34000C	a
1215258495	4	7A45FCBC-3816-463B-AA95-3E0B0B34000C	a
1230612085	3	7A45FCBC-3816-463B-AA95-3E0B0B34000C	a
1237650339	2	7A45FCBC-3816-463B-AA95-3E0B0B34000C	a
1263892053	1	7A45FCBC-3816-463B-AA95-3E0B0B34000C	a
1279635029	4	7A45FCBC-3816-463B-AA95-3E0B0B34000C	a
1310999691	2	7A45FCBC-3816-463B-AA95-3E0B0B34000C	a
717332344	2	8FF75022-44E4-42C0-B448-4126325787BE	a
924310086	4	8FF75022-44E4-42C0-B448-4126325787BE	a
925720338	1	8FF75022-44E4-42C0-B448-4126325787BE	a
972049864	3	8FF75022-44E4-42C0-B448-4126325787BE	a
983699900	2	8FF75022-44E4-42C0-B448-4126325787BE	a
1033502388	6	8FF75022-44E4-42C0-B448-4126325787BE	a
1230238787	8	8FF75022-44E4-42C0-B448-4126325787BE	a
1249945601	3	8FF75022-44E4-42C0-B448-4126325787BE	a
1061270826	3	77F56DFC-3F49-4071-AB5A-4323C75CAADB	a
1344274371	2	77F56DFC-3F49-4071-AB5A-4323C75CAADB	a
1379988929	8	77F56DFC-3F49-4071-AB5A-4323C75CAADB	a
738586832	5	3E6C66FC-E654-4F91-800B-46164A1185DA	a
745748700	3	3E6C66FC-E654-4F91-800B-46164A1185DA	a
750480782	5	3E6C66FC-E654-4F91-800B-46164A1185DA	a
842897008	6	3E6C66FC-E654-4F91-800B-46164A1185DA	a
