TenantId	AddressId	Country	PostalCode	Region	False	Valid 2 State Code	
C45563F5-595C-449D-A63D-D57BEAD4271C	7CC09F3A-924F-4B4E-833A-840FE8142A2B	IN	380054	AN		True	
578EAE25-870D-4475-972E-C5B21D02756E	03E8A6F3-07D3-4F01-8525-87E66C143F86	IN	574227	AN		True	
174B794B-3F6C-4FED-88F9-57DFAD5669F0	AAB70507-BFB6-49CC-A6B4-85F08933E8AB	IN	500035	AN		True	
174B794B-3F6C-4FED-88F9-57DFAD5669F0	9DDA2D61-8285-4D80-92DE-417082274094	IN	500035	AN		True	
6FF7F1F9-3491-465B-802A-A7BAC1E0DC0C	29BDF694-F127-4E9B-A695-1D3E2B493961	IN	411057	AN		True	
236E675A-1182-4ACE-A1FF-C5A80E1C4634	172BB323-FF20-4EEB-BD28-9FE62D65FEB8	IN	400099	AN		True	
ADE323FC-5505-4E2C-B66F-B4A239F2666C	316C5099-B5F5-4769-8A68-48AB5E28B42A	IN	500076	andhra	False	FALSE	
ADE323FC-5505-4E2C-B66F-B4A239F2666C	F2BA1DA0-6B00-4C9C-9811-974CBD350BA9	IN	500076	andhra	False	FALSE	
10883B84-7BFE-4F8B-8346-8D1B2FF70AB5	D368EAFE-49F6-459C-9435-866BF51AF5F7	IN	530020	Andhra Pradesh	True	FALSE	
E5AEA6D3-6117-44DC-9D2C-D6060F8BE654	5115B468-7340-4D22-A22D-CD970DCE714C	IN	500081	Andhra Pradesh	True	FALSE	
2E08C53F-861B-4A1C-86CE-20DB40F455C0	4F31FFBA-C5A5-497F-AFEA-0D632D629DE8	IN	520003	Andhra Pradesh	True	FALSE	
8A2F058A-2BFC-4809-B87C-BE6E1B1F0FAD	98C22D28-D926-453D-8A64-B3B5E4EED2FF	IN	500081	Andhra Pradesh	True	FALSE	
1723C61E-BC57-4097-A040-E5E9DEE9A177	3A6C4E28-F014-4338-80E1-8800D7F5820D	IN	500033	Andhra Pradesh	True	FALSE	
EB7CB9FA-0F6F-4193-8F1A-DB7EF818BFBE	01907500-5AF5-4A4D-9970-8C61FC22E2A3	IN	500072	Andhra Pradesh	True	FALSE	
ECCA1AA8-7C45-410F-A23B-1441F6BCF4A3	8C289E0C-8788-4196-B89D-FC41A2FC23FF	IN	500032	Andhra Pradesh	True	FALSE	
2E08C53F-861B-4A1C-86CE-20DB40F455C0	2FE922B8-405A-4415-B7FC-CAC5FA3A923E	IN	520003	Andhra Pradesh	True	FALSE	
7852ACFC-8249-4519-91BC-B5E76CA149FF	6A822249-8F0A-4EE6-BE16-D3C84B50ADE9	IN	522034	andhra pradesh	True	FALSE	
D153F2E4-7992-4CDD-905A-7398C73E265F	2A82EB3C-EBC4-4415-A77D-A41EFDF0C6AE	IN	520008	Andhra Pradesh	True	FALSE	
E1144399-5C57-479D-8049-90A99D2A5F6C	3898A8B4-91DB-4323-A528-2D1EC144F0CC	IN	500073	Andhra Pradesh	True	FALSE	
2E08C53F-861B-4A1C-86CE-20DB40F455C0	A9E5633F-65A4-4A97-AC4B-A73D61F29DB2	IN	520008	Andhra Pradesh	True	FALSE	
42692E0E-2F77-49D6-AFE1-ED9BD54ABC25	296125A0-68C6-4566-BBD0-D8FC3C491309	IN	500008	Andhra Pradesh	True	FALSE	
B879A68F-DE38-4EDC-AC0F-9BA0622E3E6A	BB2C9398-03B9-41C8-A615-EBB9D8F69E22	IN	500081	Andhra Pradesh	True	FALSE	
ABD87094-F5DE-4C05-9684-46251B37E51D	34875428-A47C-447E-A9DC-33DD68F1BCDB	IN	523226	Andhra Pradesh	True	FALSE	
BCE3D11D-AB21-4B5E-8752-09E08E6E1676	7C23C10B-503B-4933-BEFA-1165C8F1CC41	IN	500033	Andhra Pradesh	True	FALSE	
2E08C53F-861B-4A1C-86CE-20DB40F455C0	41E2E0FD-E16E-4BEC-A4CE-94B8222B4071	IN	520008	Andhra Pradesh	True	FALSE	
